Name	Set	Imagefile	Primary	Secondary	Race	Alignment	Rarity	Text	MPs	Specific	Skill	Mind	Direct	General	Prowess	Body	Corruption	Home	Unique	RegionType/Path	SiteType	Playable	GoldRing	GreaterItem	MajorItem	MinorItem	Information	Palantiri	Scroll	Hoard	Gear	Haven	Stage	Strikes	erratum	ice_errata	dreamcard
All Else Is Conquered	MEWR	mewr_allelseisconquered.jpg	Resource	Short-event	-	Minion	-	Minion only. Playable during the site phase on a company at a version of a hero Haven [H], if the bearer of The One Ring is there. The company faces 3 attacks (cannot be cancelled): Dwarves-- 5 strikes with 8 prowess; Dunedain  -- 3 strikes with 10 prowess; Elves -- 2 strikes with 15 prowess. You must engage in CvCC with any of opponents' companies at the site (overriding any card effect; cannot be cancelled).      Following these attacks, if opponent's bearer of The One Ring is wounded, tap a character in the company to take control of The One Ring. Otherwise, tap your bearer of The One Ring and make a CP; if still in play afterwards you win the game.	-	-	Minion	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Allies in the East and South	MEWR	mewr_alliesintheeastandsouth.jpg	Resource	Permanent-event	-	Fallen/Lord	-	[MP: 1; SP: 2] Playable if you are a Dunadan-lord or Fallen-wizard with 6 SP or more, and you have 2 unique hero factions playable at sites in The Sun-lands or Great Central Plains in play. Discard this card if these conditions are not met. You may tap one unique faction playable at a site in one of these territories to reduce the hazard limit against one of your companies moving through a region in such a territory by 1 (to a minimum of 2). Additionally, all influence attempts made by your opponents against such factions are modified by -2. Cannot be duplicated by a given player.	1	dul, ffw	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	1.0
Ancient Druedain Wisdom	MEWR	mewr_ancientdruedainwisdom.jpg	Resource	Permanent-event	Lore	Dual	-	Playable on a Wose character with a mind of 4 or more, if you discard (for no effect) a Lost Knowledge card from the company. Bearer may tap to make non-unique hoard items playable at Ruins and Lairs [R] with a Pukel-creature automatic-attack.	-	wose	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Ancient Rite	MEWR	mewr_ancientrite.jpg	Resource	Permanent-event	Magic	Dual	-	[MP: 0]  Magic. Spirit-magic. Playable on a Ruins & Lairs [R] or Wose-hold by a spirit-magic user or a Wose character. All versions of the site gain an additional automatic-attack: Pukel-creature -- 2 strikes with 9 prowess (cancelled against your companies). Unless he is a Ringwraith, your Wose or spirit-magic user makes a CP modified by -3.     Until this card is discarded, the site cannot be discarded or returned to the location deck. Discard this card if the associated attack is faced.	-	spirit	Spirit-magic Wose	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Archer of Ithilien	MEWR	mewr_archerofithilien.jpg	Resource	Permanent-event	-	Hero	-	Playable on Anborn, Damrod, or Mablung.  +2 to target character's mind, prowsess and body (to a maximum of 8), and gains a home site Henneth Annun.  If in a company with another of the above named characters or with the Faramir, he receives +1 to his CC, requires one less influence to be controlled, and may tap to untap such a character.  You may start the game with this card in lieu of a minor item.  Cannot be duplicated on a given character.	-	-	-	2.0	-	2.0	2.0	2.0	-1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Banner of Elendil's House	MEWR	mewr_bannerofelendilshouse.jpg	Resource	Special Item	-	Hero	-	[MP: 0; CP: +1] Unique. Playable by Arwen at Minas Tirith or Rivendell, if Aragorn II controls Return of the King, Ring of Barahir or Sceptre of Annuminas. Discard if not borne by Arwen or a Dunadan. +1 to all of bearer's CP.     You may play Choice of Luthien at any site. Each Dunadan in the company requires 1 less influence to control (to a minimum of 1). If borne by a leader, all Orc, Troll and Man attacks against the company receive -1 to prowess and strikes.	-	-	-	-	-	-	-	-	1.0	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Beacon of Gondor	MEWR	mewr_beaconofgondor.jpg	Resource	Permanent-event	-	Atani-lord	-	[SP: 1] Dunadan-lord only. Playable on a Border-hold [B]  or Free-hold [F] in Greater Gondor. Any warrior with a mind of three or less (or any warrior, if your avatar is at the site) and a home site in Greater Gondor may be brought into play at this site. While your avatar is at this site, your characters may heal here, the site becomess a battleground, and you may bring any number of characters into play here during the organization phase. Discard this card when the site leaves active play.	-	dul	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	1.0
Beyond All Towers Strong and High	MEWR	mewr_beyondalltowersstrongandhigh.jpg	Resource	Short-event	Ritual Song	Hero	-	Ritual. Song. Playable on a company at or moving to a Shadow-hold [S] or Dark-hold [D], if two or more characters in the company are wounded. Play to cancel one attack against the company or to discard one hazard played on a character or associated entity in the company. Cannot be duplicated on a given turn.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Black Sails	MEWR	mewr_blacksails.jpg	Resource	Short-event	-	Minion	TOM NEED MSE IMAGE	Playable during the organization phase on a company at a Port or site in a Coastal Sea [c] region.  The company may move with Port-movement (even if containing any Ringwraith characters). If the company moves to a Port or site in a Coastal Sea region, there is no limit to the company size this turn, and any character in the company may tap to cancel an attack not keyed to the site or a hazard- event with Coastal Sea [c] in its card text (before it resolves).	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Blood of Numenor	MEWR	mewr_bloodofnumenor.jpg	Resource	Permanent-event	-	Atani-lord	-	[MP: 4; SP: 3; Body: +1] Unique. Lord Denethor specific. Playable on Lord Denethor if you have in play: 12 SP or more, at least 2 Dunadan factions and 2 stored Stolen Knowledge cards. Discard this card if these conditions are not met. +1 to body.     tap: during the organization phase to take a Dunadan character with a mind of 4 or less from your discard pile to your hand, or to modify an influence check made by a character in Gondor or by Denethor by +5.	4	Denethor	-	-	-	-	-	-	-	tap	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	3.0	-	0.0	-	1.0
Blood-stone Amulet	MEWR	mewr_bloodstoneamulet.jpg	Resource	Minor Item	Jewel Rune	Dual	-	[MP: 0; CP: 1] Jewel. Treasure. May not be included with the starting company unless the company contains a Wose character. May only be played after you successfully influence a Wose faction. +1 DI against Woses.     tap: cancel a strike from a Pukel-creature attack against bearer's company.	-	-	-	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Burned and Chopped-up	MEWR	mewr_burnedandchoppedup.jpg	Resource	Permanent-event	-	Minion	-	[MP: 2(5); CP: 0] Minion player only. Playable during the site phase at Minas Tirith (or any site where Mallorn or The White Tree is in play). The company faces 3 attacks (cannot be cancelled): Men -- 5 strikes with 9 prowess; Dunedain -- 4 strikes with 10 prowess; Dunedain -- 3 strikes with 12 prowess; afterwards tap an avatar or warrior to place this card with the company or discard this card. If Mallorn, The White Tree and/or Sapling of the White Tree is in play at the site (stored or otherwise), discard them and invert this card. This card may be stored at a Darkhaven [K]: 5 mp if inverted. Cannot be duplicated at a given site.	2(5)	-	Minion	-	-	-	-	-	-	invert	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Captain of the Royal Rangers	MEWR	mewr_captainoftheroyalrangers.jpg	Resource	Permanent-event	-	Atani-lord	-	[SP: 1, DI: +2; Prowess: +1] Unique. Lord Denethor specific. Playable only on Faramir at Minas Tirith (or in your starting company). +1 prowess, and +2 DI against characters with a home site in Gondor. Unless he is in a company with Boromir II or Denethor II, Faramir becomes a leader.     While moving to Henneth Annun, creatures cannot be played at the site against his company. If Faramir is at Henneth Annun, all agent attacks against his company are cancelled.	-	Denethor	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	1.0
Captain of the Tower Guard	MEWR	mewr_captainofthetowerguard.jpg	Resource	Permanent-event	-	Atani-lord	-	[SP: 1, DI: +2; CC: +1] Unique. Lord Denethor specific. Playable on Boromir II at Minas Tirith (or in your starting company). Boromir II becomes a leader. +2 DI against characters with a home site in Gondor. +1 to his CP. Attacks against his company keyed to Anorien by name are always detainment.     If Lord Denethor is eliminated, Boromir II is considered Lord Denethor and a Dunadan-lord for the purpose of playing and interpreting resources.	-	Denethor	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	1.0
Captains of the West	MEWR	mewr_captainsofthewest.jpg	Resource	Permanent-event	Command	Hero	-	[MP: 0; CP: 0] Command. Playable at Minas Tirith on a manifestation of Aragorn II, Boromir II, Faramir or Imrahil. Your Man and Dunadan warrior characters in the company with a mind of two or less do not require influence to be controlled. You may bring any number of these into play during the organization phase, and there is no limit to the company's size or the number of leaders it may contain..     Discard this card when there are more than two non-Man, non- Dunadan characters in the company, or when you move to a site not in Greater Gondor or Mordor. If target character leaves active play you may transfer it to one of the above mentioned characters in the company. Cannot be duplicated by a given player.	-	command	Dunadan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Cause of the Free Peoples	MEWR	mewr_causeofthefreepeoples.jpg	Resource	Permanent-event	-	Hero	-	[MP: -1; CP: 0] Unique. Playable on an untapped diplomat character at the same site as a revealed (non-hazard) agent that cannot use any type of magic. Tap the character and make an influence check against the agent (as if a character in play by opponent). Modify this attempt by +2 if the agent is wounded or tapped, and by -1 for each revealed agent opponent has in play. If the influence check is successful and you have a copy of the agent in your hand, you may play him as an ally worth 1 less mp (to a minimum of 1) under the control of the influencing character. Place this card with the ally.	-1	agent	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Challenge	MEWR	mewr_challenge.jpg	Resource	Short-event	-	Dual	-	[MP: (1); CP: 0] Playable during CvCC before strikes are assigned. Choose one of opponent's characters and one of yours: CvCC now proceeds as if they were single character companies. Additionally, if your company consists of one character and no more than one ally, CvCC is not cancelled as per any site card of the companies involved.           If CvCC is cancelled by your opponent, place this card in your mp; it is worth 1 mp.	(1)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Counsellors of the North Kingdom	MEWR	mewr_counsellorsofthenorthkingdom.jpg	Resource	Permanent-event	-	Hero	-	[MP: 1] Unique. Playable if at least two of the following cards are in play: Master of Buckland, The Thain, or The Mayor. The characters controlling those cards receive +2 DI against Dunedain, may use any Palantir they bear, and may tap to take one Arthadan Rangers or Rangers at Sarn Ford from your discard pile to your hand. Any Mischief in a Mean Way in play at sites in The Shire is discarded.    	1	-	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Crown of Earnur	MEWR	mewr_crownofearnur.jpg	Resource	Special Item	Treasure	Hero	-	Unique.  Treasure.  Playable at Minas Tirith by a Dunadan if Return of the King is in play.  +2 DI against characters with a home site in Greater Gondor.  If bearer is not Aragorn II, this item gives 2 corruption points.  If you have a First Settlers faction in play at a site in Harondor, Ithilien, or Southern Rhovanion, this item gives 2 MP.tap:  take a song from your discard pile or play deck to your hand (reshuffle).	(2)	-	-	-	2.0	-	-	-	12.0	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Dirwood Spear	MEWR	mewr_dirwoodspear.jpg	Resource	Minor Item	Weapon	Dual	-	[MP: 0; CP: 1] Weapon. +1 prowess against Animals, Spiders, Wolves, Orcs and Undead.      Wose only: bearer gains the warrior skill. If bearer already is a warrior, he may always be assigned a strike from an attack (regardless of his status or the attack's ability).  	-	-	-	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Earnil I Pheriannath	MEWR	mewr_earnilipheriannath.jpg	Resource	Permanent-event	-	Hero	-	Unique. Playable on Pippin, if he bears To Fealty Sworn and you have Return of the King or Steward of Gondor in play. +1 to his prowess. Pippin requires only two influence to be controlled if controlled by Aragorn II or the Steward of Gondor Dunadan. When facing an attack you may always assign a strike to Pippin, regardless of the attack's abilities or his status. Discard if you have neither Return of the King nor Steward of Gondor in play.	-	-	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Eithel Ulmo	MEWR	mewr_eithelulmo.jpg	Resource	Permanent-event	-	Hero	-	Unique. Playable on Pelargir, if you control a Dunadan faction. For each Coastal Sea [c] in any of your companies' site path you may place a token on Eithel Ulmo.      tap: during your organization phase to look at a number of cards from the top of your play deck equal to the number of tokens on this card and replace them in any order you choose. Afterwards, remove the tokens. Discard Eithel Ulmo if Pelargir leaves active play or you no longer control a Dunadan faction.	-	-	-	-	-	-	-	-	-	tap	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Elendilmir	MEWR	mewr_elendilmir.jpg	Resource	Special Item	Jewel	Hero	-	[MP: 3, CP: 2] Unique. Jewel. Treasure. Playable at Tolfalas if you discard a Lost Knowledge card from the company; may also be played  at Isengard if opponent has a manifestation of Saruman in play. +3 DI against Dunedain and Men with a home site in Gondor. Dunadan only:      tap: give +2 to a CP made by a Dunadan in the company. 	3	-	-	-	-	-	-	-	2.0	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Engines of Defense	MEWR	mewr_enginesofdefense.jpg	Resource	Permanent-event	-	Dual	-	[MP: 0; CP: 0] Playable as a hero resource on a Border-hold [B] or Free-hold [F]. All automatic-attacks at minion versions of the site receive +2 prowess against overt companies. You may discard this card to discard one Siege played on the site.      Alternatively, playable as a minion resource on a Shadow-hold [S] or Dark-hold [D]. All automatic-attacks at hero versions of the site receive +2 prowess. Tower Raided cannot be played on a version of the site. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Envinyatar, the Renewer	MEWR	mewr_envinyatartherenewer.jpg	Resource	Permanent-event	-	Atani-lord	-	[MP: (5); DI: +5; SP: 3] Unique. Elessar specific. Playable on Elessar during the site phase at Umbar, if you have Raid on Umbar in play. You may keep one more card than normal in your hand. +5 DI against factions playable at sites in Harnendor, Mordor, or the Great Central Plains. Regions in Harnendor are considered part of Greater Gondor. If you have Stone of Erech or Tarma of Ar-pharazon in play, this card is worth 5 mp and any influence attempt by an opponent against a faction, character or ally playable at a site in Gondor or Harnendor is modified by -5.        tap: take one Beacons of Gondor from your discard pile to your hand.	-	Elessar	-	-	-	-	-	-	-	tap	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	3.0	-	0.0	-	1.0
Escaped Slaves	MEWR	mewr_escapedslaves.jpg	Resource	Faction	Slave	Hero	-	[MP: (1)] Playable at a (tapped) Shadow-hold [S] or Dark-hold [D] during the same site phase you have played Rescue Prisoners if the influence check is greater than 7.   If the influence check was successful, place this card with the company; it may be stored for one mp whenever the company is at a Border-hold [B] or Free-hold [F]. The race of this faction is that of your avatar (Man for Wizards). 	1	-	Light Infantry	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Eyes of the White Tower	MEWR	mewr_eyesofthewhitetower.jpg	Resource	Permanent-event	Palantir	Atani-lord	-	[SP: 2; CP: 1; P/B: -2/-1] Dunadan-lord only. Place this card on your Lord, if he bears a Palantir and is at one of your Lordhavens [[H]. You may return this card to your hand if you so choose during the organization phase. In addition to adopting the given attributes, your Lord's skills become sage/diplomat and he may not move. You may keep one more card than normal in your hand.     Once per turn your Lord may make a CP instead of tapping to use a Palantir he bears. Cannot be duplicated by a given player.	-	dul	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	1.0
Feudal Bonds Broken	MEWR	mewr_feudalbondsbroken.jpg	Resource	Permanent-event	-	Atani-lord	-	[MP: 1; SP: 3; DI: +5] Prince Imrahil specific. Playable on Prince Imrahil, if you have in play: 10 SP or more, Grace of Uinen, Guild of the Venturers, and a faction playable at Pelargir. Each of your factions only playable at a port gives +1 mp. +5 DI against Man and Dunadan characters and factions playable at a port; when Prince Imrahil makes an influence attempt against such a character or faction in play by an opponent, its mind or number is reduced to zero. Cannot be duplicated.	1	Imrahil	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.0	-	0.0	-	1.0
Fiefdom Reclaimed	MEWR	mewr_fiefdomreclaimed.jpg	Resource	Permanent-event	-	Hero	-	Playable if you have Raid on Umbar in play and your opponent has neither Black Numenoreans nor Cult of the Dark Lord in play. You may bring Umbarean Corsairs and minion Black Numenoreans from your sideboard to your deck, and play these factions at Umbar (as hero factions). Additionally, you need not play The White Council to play Black Numenoreans at sites in Hyrmenfalas or its adjacent regions. Cannot be duplicated.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
First Among Equals	MEWR	mewr_firstamongequals.jpg	Resource	Permanent-event	-	Hero	-	Unique. Playable on a manifestation of Aragorn II (not Elessar) bearing Narsil or a Palantir. +1 to his CC when bearing one of these items. +2 DI against characters. He becomes a leader. You may shuffle one command card from your sideboard into your play deck when you play this card. Discard this card if a character in his company is eliminated by a CC or you have Return of the King in play.	-	-	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
First Settlers	MEWR	mewr_firstsettlers.jpg	Resource	Permanent-event	-	Hero	-	[MP: 1] Playable at any tapped or untapped site where you have played Rebuild the Town if the influence check is greater than 8. Standard Modifications: none.   Your opponent chooses this faction's race: Dunadan, Dwarf, Elf, Hobbit or Man. Cannot be duplicated at a given site.	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Flame of Anor	MEWR	mewr_flameofanor.jpg	Resource	Permanent-event	-	Hero	-	Playable on a Wizard if his company faces an attack.  +2 to his CC for playing spells.  You may place any Light and Flame, Wizard's Fire, or Some Secret Art of Flame with this card instead of discarding it from play.  Once per attack you may play a card placed with this card on the Wizard as if from hand.  Discard at the end of the current phase; discard any cards places with it or take them into your hand.Cannot be duplicated by a given player.	-	-	Wizard	-	-	-	-	-	-2.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Forbidden Knowledge	MEWR	mewr_forbiddenknowledge.jpg	Resource	Permanent-event	-	Atani-lord	-	[SP: 2] Dunadan-lord only. Playable on a Dunadan sage at one of your Lordhavens [H], if you discard (for no other effect) a Lost Knowledge card from the company. You may play spirit-magic and shadow-magic resources. Target character may use spirit-magic and shadow-magic.     If a character in the company is eliminated, rotate this card 90deg (or place a token) and you may take a magic card from your sideboard or discard pile to your hand. Target character receives +1 DI against Men and Dunedain for each time rotated (to a maximum of 4). Cannot be duplicated on a given character.	-	dul	-	-	-	-	-	-	-	place tap invert rotate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	1.0
Garrison at Cair Andros	MEWR	mewr_garrisonatcairandros.jpg	Resource	Faction	Dunadan	Hero	-	[MP: 1] Unique. Playable at Cair Andros if the influence check is greater than 7. Standard Modifications: Dunedain (+1).     tap: at any time to cancel the play of Dark Tryst before it resolves.	1	-	Light Infantry	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Get You Gone	MEWR	mewr_getyougone.jpg	Resource	Short-event	-	Dual	-	[MP: 0; CP: 0] Diplomat only. Tap a diplomat during his movement/hazard phase to cancel a unique non-agent hazard before it resolves. 	-	diplomat	Diplomat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Gift From the Evenstar	MEWR	mewr_giftfromtheevenstar.jpg	Resource	Special Item	Jewel	Hero	-	[MP: 1; CP: 1] Unique. Jewel. Playable by Frodo at any Free-hold [F] where Arwen is present.  Elf-friend may be played on Frodo at any site (as if at an Elf-hold). Sail to the West may be played on Frodo at Grey Havens, even if Cirdan is not there (Frodo need not store or discard this item).     tap: cancel any effect that would discard Frodo or return him to your hand this phase. 	1	-	-	-	-	-	-	-	1.0	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Grace of Uinen	MEWR	mewr_graceofuinen.jpg	Resource	Permanent-event	-	Atani-lord	-	[MP: 1; CP: 1; SP: 1] Unique. Elessar and Prince Imrahil only. Playable on your Lord during the site phase at Tolfalas. Tap your Lord. Hair of Uinen is not discarded normally during the long-event phase. While Hair of Uinen is in play, Linyuile and Nenselde the Wingild are not discarded as per their card text when in a company with your Lord and moving to a port or site in a Coastal Sea [c] region.     tap: during your organization phase to take one Fair   Sailing, Favor of the Valar, Hair of Uinen or Karma of Aldarion from your discard pile to your hand.	1	imrahil, elessar	-	-	-	-	-	-	-	tap	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	1.0
Great Elf-warrior	MEWR	mewr_greatelfwarrior.jpg	Resource	Permanent-event	-	Hero	-	[MP: 1; Prowess: (+3)] Unique. Playable on Sam Gamgee, if he bears Sting, Phial of Galadriel or The One Ring and has defeated a strike from an Orc or Spider attack this turn.  He receives +3 prowess against Orcs and Spiders.	1	-	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Guild of the Venturers	MEWR	mewr_guildoftheventurers.jpg	Resource	Permanent-event	-	Atani-lord	-	[MP: (3); SP: 2] Unique. Elessar and Prince Imrahil only. Playable on a company at Pelargir or Linhir. Politics cannot be played on characters in the company. If Karma of Aldarion is in the company, invert this card during the site phase at a site in The Northern Waste or The Uttersouth. If inverted this card is worth 3 mp.     tap: take Leaguer of Pelargir from your discard pile to your hand.	(3)	imrahil, elessar	-	-	-	-	-	-	-	company invert tap	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	1.0
Hands Clasped, Hair mingling	MEWR	mewr_handsclaspedhairmingling.jpg	Resource	Permanent-event	-	Hero	-	[MP: 0; CP: (+1)] Playable on a character of the following pairs: Arwen and Aragorn II, Celebrian and Elrond, Eowyn and Faramir, Galadriel and Celeborn, Gilraen and Arathorn II, Lothiriel and Eomer. Both characters of the chosen pair gain +2 DI useable only against each other. You may at any time wound either one (no body check is required) to prevent the other from leaving active play (unless he/she is eliminated). If both are in the same company, all influence attempts against them fail and their CPC are modified by +1. Cannot be duplicated for a given pair.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Harnendor Contested	MEWR	mewr_harnendorcontested.jpg	Resource	Permanent-event	-	Atani-lord	-	[MP: (*); SP: 2] Dunadan-lord only. Playable if you have a faction in play at a site in Harnendor. As long as you have more unique factions in play at sites in Harnendor than any opponent, Harondor becomes a Border-land [b] and this card is worth 1 mp for each such faction. Discard this card if any opponent has more factions in play at sites in Harnendor, or you have no such faction in play. Cannot be duplicated.	(*)	dul	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	1.0
Heed Not the Defence	MEWR	mewr_heednotthedefence.jpg	Resource	Short-event	-	Minion	-	Playable on an overt minion company facing a Dunadan, Man, or Wose attack keyed to a site or an automatic-attack of these types. Make a roll adding the numbers of warriors in the company (a Ringwraith company receives a +6 bonus to the roll) and subtracting all other skills in the company, if the result is greater than 9 cancel the attack.    Alternatively, if Skies of Fire is in play, you assign all strikes of an attack of on above types, or in CvCC. Cannot be duplicated on a given attack.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Hideous Lust and Rage	MEWR	mewr_hideouslustandrage.jpg	Resource	Short-event	-	Dual	-	[MP: 0; CP: 0] Playable on Gollum or Stinker facing a strike. +3 to his prowess. Unless wounded by the strike, you may untap him afterwards.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Hobbit Shortbow	MEWR	mewr_hobbitshortbow.jpg	Resource	Minor Item	Bow	Hero	-	[MP: 0; CP: 1] Bow. Hobbit only. tap: give -1 to the prowess and body of an Animal, Spider, Wolf, Orc or Man attack, and an extra -1 modification for each other Hobbit Short-bow already tapped against the same attack. A given Hobbit may bear only one Hobbit Short-bow.	-	-	Hobbit	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Hobbits Must Make Haste	MEWR	mewr_hobbitsmustmakehaste.jpg	Resource	Short-event	-	Hero	-	Playable at the end of the movement/hazard phase on a moving company that contains only Hobbits and at least one untapped ally. Tap the ally to allow the company to move to an additional site this turn. Another site card must be played and another movement/hazard phase immediately follows for this company. 	-	hobbit	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Hobbits of the Westmarch	MEWR	mewr_hobbitsofthewestmarch.jpg	Resource	Faction	Hobbit	Hero	-	[MP: 1]Unique. Playable at The White Towers if Councellors of the North Kingdom is in play, and if the influence check is greater than 8. Standard Modifications: Hobbits (+2), Dunedain (+2)       Red Book of Westmarch may be stored at The White Towers. If stored, it is worth 3 mp and all versions of The White Towers become a Free-hold [F]. The hero version loses all automatic-attacks; replace automatic- attacks for minion versions with: Hobbits -- 3 strikes with 6 prowess, Dunedain -- 2 strikes with 10 prowess.	1	-	Light Infantry	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Hosts of the Dark Tower	MEWR	mewr_hostsofthedarktower.jpg	Resource	Permanent-event	Mode	Minion	-	[SP: 1] War Mode. Playable during the organization phase on your Ringwraith at a Darkhaven [K] if he is a Warlord. Your Ringwraith's company is in War Mode; discard any allies and/or mode card he controls. All characters in the company receive +1 to their prowess and -1 to body. Your Ringwraith's company may contain any overt characters; they may only use region movement, to a maximum of two regions. Discard during the untap phase if your Ringwraith is at a Darkhaven 	-	-	Ringwraith Warlord	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	1.0
Kin to the Firstborn	MEWR	mewr_kintothefirstborn.jpg	Resource	Permanent-event	-	Atani-lord	-	[SP: 1] Unique. Prince Imrahil specific. You may bring Elf characters into play with Prince Imrahil's company at any of your Lordhavens [H]. If you reveal this card as a starting stage card, such characters may also be in your starting company. All your Elf characters and factions are worth full mp.      Additionally, while there is an Elf in his company, Prince Imrahil is also considered an Elf for the purpose of playing and interpreting resources.	-	Imrahil	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	1.0
Kingsfoil	MEWR	mewr_kingsfoil.jpg	Resource	Short-event	-	Hero	-	[MP: 0; CP: 0] Playable on Aragorn II bearing Athelas, if a Dunadan sage is in the company. Tap Aragorn II and discard Athelas. Remove all corruption cards from wounded characters in the company and heal all wounded characters (from wounded to untapped). If he is at a site in Anorien, you may take Return of the King from your sideboard to your hand.	-	-	Dunadan Sage	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
